id,sra_id,output
danio_rerio_smart-seq_whole_kidney_marrow_srr5810810,SRR5810810,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810811,SRR5810811,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810812,SRR5810812,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810813,SRR5810813,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810814,SRR5810814,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810815,SRR5810815,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810816,SRR5810816,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810817,SRR5810817,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810818,SRR5810818,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810819,SRR5810819,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810820,SRR5810820,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810821,SRR5810821,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810822,SRR5810822,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810823,SRR5810823,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810824,SRR5810824,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810825,SRR5810825,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810826,SRR5810826,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810827,SRR5810827,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810828,SRR5810828,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810829,SRR5810829,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810830,SRR5810830,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810831,SRR5810831,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
danio_rerio_smart-seq_whole_kidney_marrow_srr5810832,SRR5810832,s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/
