id,sra_id,output
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963754,SRR2963754,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963755,SRR2963755,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963756,SRR2963756,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963757,SRR2963757,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963758,SRR2963758,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963759,SRR2963759,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963760,SRR2963760,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963761,SRR2963761,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963762,SRR2963762,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963763,SRR2963763,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963764,SRR2963764,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963765,SRR2963765,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963766,SRR2963766,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963767,SRR2963767,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963768,SRR2963768,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963769,SRR2963769,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963770,SRR2963770,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963771,SRR2963771,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963772,SRR2963772,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963773,SRR2963773,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963774,SRR2963774,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963775,SRR2963775,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963776,SRR2963776,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963777,SRR2963777,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963778,SRR2963778,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963779,SRR2963779,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963780,SRR2963780,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963781,SRR2963781,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963782,SRR2963782,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963783,SRR2963783,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963784,SRR2963784,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963785,SRR2963785,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963786,SRR2963786,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963787,SRR2963787,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963788,SRR2963788,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963789,SRR2963789,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963790,SRR2963790,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963791,SRR2963791,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963792,SRR2963792,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963793,SRR2963793,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963794,SRR2963794,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963795,SRR2963795,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963796,SRR2963796,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963797,SRR2963797,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963798,SRR2963798,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963799,SRR2963799,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963800,SRR2963800,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963801,SRR2963801,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963802,SRR2963802,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963803,SRR2963803,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963804,SRR2963804,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963805,SRR2963805,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963806,SRR2963806,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963807,SRR2963807,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963808,SRR2963808,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963809,SRR2963809,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963810,SRR2963810,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963811,SRR2963811,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963812,SRR2963812,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963813,SRR2963813,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963814,SRR2963814,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963815,SRR2963815,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963816,SRR2963816,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963817,SRR2963817,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963818,SRR2963818,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963819,SRR2963819,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963820,SRR2963820,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963821,SRR2963821,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963822,SRR2963822,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963823,SRR2963823,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963824,SRR2963824,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963825,SRR2963825,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963826,SRR2963826,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963827,SRR2963827,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963828,SRR2963828,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963829,SRR2963829,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963830,SRR2963830,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963831,SRR2963831,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963832,SRR2963832,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963833,SRR2963833,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963834,SRR2963834,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963835,SRR2963835,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963836,SRR2963836,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963837,SRR2963837,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963838,SRR2963838,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963839,SRR2963839,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963840,SRR2963840,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963841,SRR2963841,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963842,SRR2963842,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963843,SRR2963843,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963844,SRR2963844,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963845,SRR2963845,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963846,SRR2963846,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963847,SRR2963847,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963848,SRR2963848,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963849,SRR2963849,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963850,SRR2963850,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963851,SRR2963851,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963852,SRR2963852,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963853,SRR2963853,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963854,SRR2963854,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963855,SRR2963855,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963856,SRR2963856,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963857,SRR2963857,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963858,SRR2963858,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963859,SRR2963859,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963860,SRR2963860,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963861,SRR2963861,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963862,SRR2963862,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963863,SRR2963863,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963864,SRR2963864,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963865,SRR2963865,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963866,SRR2963866,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963867,SRR2963867,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963868,SRR2963868,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963869,SRR2963869,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963870,SRR2963870,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963871,SRR2963871,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963872,SRR2963872,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963873,SRR2963873,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963874,SRR2963874,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963875,SRR2963875,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963876,SRR2963876,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
homo_sapiens_smartseq2_quartzseq_lin-cd34+cd38-_bone_marrow_srr2963877,SRR2963877,s3://olgabot-maca/sra/homo_sapiens/smartseq2_quartzseq/lin-cd34+cd38-_bone_marrow_prjna304408/
